Depth (m),Facies Code,Lithology
2054.7,UNKNOWN,Sandy F-C Siltstones
2054.8,1,Bituminous F-C Siltstone
2054.9,1,Bituminous F-C Siltstone
2055.0,1,Bituminous F-C Siltstone
2055.1,1,Bituminous F-C Siltstone
2055.2,1,Bituminous F-C Siltstone
2055.3,1,Bituminous F-C Siltstone
2055.4,1,Bituminous F-C Siltstone
2055.5,1,Bituminous F-C Siltstone
2055.6,1,Bituminous F-C Siltstone
2055.7,1,Bituminous F-C Siltstone
2055.8,1,Bituminous F-C Siltstone
2055.9,1,Bituminous F-C Siltstone
2056.0,UNKNOWN,F-C Slightly dolomitic Siltstones
