Depth From (meters),Depth To (meters),Depositional Environment,Lithology (Mid Depth),Biogenic,Percentages
1894.1,1894.8,UNKNOWN,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1894.8,1896.3,UNKNOWN,Bituminous F-M Siltstone,7,"('Bituminous F-C Siltstone', 70)","('Bituminous F-M Siltstone', 30)"
1896.3,1896.7,UNKNOWN,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1896.7,1897.6,UNKNOWN,Bituminous F-M Siltstone,3,"('Bituminous F-C Siltstone', 67)","('Bituminous F-M Siltstone', 33)"
1897.6,1900.0,UNKNOWN,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 41)","('Bituminous F-M Siltstone', 1)"
1900.0,1900.4,UNKNOWN,Bituminous F-M Siltstone,1,"('Bituminous F-M Siltstone', 51)","('Bituminous F-C Siltstone', 49)"
1900.4,1903.1,UNKNOWN,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 61)","('Sandy F-C Siltstone to Silty VF Sandstone', 39)"
1903.1,1903.5,UNKNOWN,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 100)"
1903.5,1904.4,UNKNOWN,Sandy F-C Siltstone to Silty VF Sandstone,6,"('Bituminous F-C Siltstone', 66)","('Sandy F-C Siltstone to Silty VF Sandstone', 34)"
1904.4,1904.9,UNKNOWN,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 54)","('Bituminous F-M Siltstone', 46)"
1904.9,1906.6,UNKNOWN,Sandy F-C Siltstone to Silty VF Sandstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 21)","('Bituminous F-M Siltstone', 8)"
1906.6,1906.8,UNKNOWN,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1906.8,1907.6,UNKNOWN,Bituminous F-C Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.6,1908.0,UNKNOWN,Bituminous F-C Siltstone,2,"('Bituminous F-C Siltstone', 100)"
1908.0,1909.1,UNKNOWN,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 60)","('Bituminous F-C Siltstone', 40)"
1909.1,1909.3,UNKNOWN,Calcareous - Calcispheric Dolosiltstone,1,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1909.3,1910.5,UNKNOWN,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.5,1910.9,UNKNOWN,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1910.9,1912.1,UNKNOWN,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
