Depth (m),Facies Code,Lithology,No. Biogenic,Percentages
1894.2,2,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1894.3,2,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1894.4,2,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1894.5,2,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1894.6,2,Bituminous F-M Siltstone,0,"('Bituminous F-M Siltstone', 100)"
1898.9,0,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.0,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.1,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.2,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.3,0,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.4,0,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.5,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.6,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.7,1,Bituminous F-C Siltstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.8,0,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1899.9,0,Sandy F-C Siltstone to Silty VF Sandstone,10,"('Bituminous F-C Siltstone', 58)","('Sandy F-C Siltstone to Silty VF Sandstone', 42)"
1900.0,0,Sandy F-C Siltstone to Silty VF Sandstone,1,"('Bituminous F-C Siltstone', 50)","('Bituminous F-M Siltstone', 50)"
1900.1,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 50)","('Bituminous F-M Siltstone', 50)"
1900.2,2,Bituminous F-M Siltstone,1,"('Bituminous F-C Siltstone', 50)","('Bituminous F-M Siltstone', 50)"
1900.3,2,Bituminous F-M Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.4,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.5,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.6,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.7,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.8,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1900.9,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.0,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.1,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.2,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.3,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.4,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.5,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.6,2,Bituminous F-M Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.7,2,Bituminous F-M Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.8,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1901.9,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.0,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.1,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.2,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.3,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.4,2,Bituminous F-M Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.5,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.6,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.7,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.8,1,Bituminous F-C Siltstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1902.9,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1903.0,0,Sandy F-C Siltstone to Silty VF Sandstone,11,"('Bituminous F-C Siltstone', 60)","('Sandy F-C Siltstone to Silty VF Sandstone', 35)","('Bituminous F-M Siltstone', 5)"
1903.1,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 100)"
1903.2,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 100)"
1903.3,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 100)"
1903.4,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 100)"
1903.5,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1903.6,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1903.7,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1903.8,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1903.9,0,Sandy F-C Siltstone to Silty VF Sandstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1904.0,0,Sandy F-C Siltstone to Silty VF Sandstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1904.1,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1904.2,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1904.3,0,Sandy F-C Siltstone to Silty VF Sandstone,6,"('Bituminous F-C Siltstone', 64)","('Sandy F-C Siltstone to Silty VF Sandstone', 31)","('Bituminous F-M Siltstone', 5)"
1904.4,2,Bituminous F-M Siltstone,1,"('Bituminous F-C Siltstone', 56)","('Bituminous F-M Siltstone', 44)"
1904.5,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 56)","('Bituminous F-M Siltstone', 44)"
1904.6,1,Bituminous F-C Siltstone,1,"('Bituminous F-C Siltstone', 56)","('Bituminous F-M Siltstone', 44)"
1904.7,2,Bituminous F-M Siltstone,1,"('Bituminous F-C Siltstone', 56)","('Bituminous F-M Siltstone', 44)"
1904.8,2,Bituminous F-M Siltstone,1,"('Bituminous F-C Siltstone', 56)","('Bituminous F-M Siltstone', 44)"
1904.9,2,Bituminous F-M Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.0,0,Sandy F-C Siltstone to Silty VF Sandstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.1,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.2,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.3,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.4,0,Sandy F-C Siltstone to Silty VF Sandstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.5,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.6,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.7,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.8,0,Sandy F-C Siltstone to Silty VF Sandstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1905.9,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.0,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.1,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.2,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.3,0,Sandy F-C Siltstone to Silty VF Sandstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.4,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.5,1,Bituminous F-C Siltstone,7,"('Bituminous F-C Siltstone', 72)","('Sandy F-C Siltstone to Silty VF Sandstone', 22)","('Bituminous F-M Siltstone', 6)"
1906.6,1,Bituminous F-C Siltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1906.7,3,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1906.8,3,Calcareous - Calcispheric Dolosiltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1906.9,1,Bituminous F-C Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.0,1,Bituminous F-C Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.1,2,Bituminous F-M Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.2,1,Bituminous F-C Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.3,1,Bituminous F-C Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.4,2,Bituminous F-M Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.5,2,Bituminous F-M Siltstone,3,"('Bituminous F-C Siltstone', 55)","('Bituminous F-M Siltstone', 45)"
1907.6,2,Bituminous F-M Siltstone,2,"('Bituminous F-C Siltstone', 100)"
1907.7,1,Bituminous F-C Siltstone,2,"('Bituminous F-C Siltstone', 100)"
1907.8,1,Bituminous F-C Siltstone,2,"('Bituminous F-C Siltstone', 100)"
1907.9,1,Bituminous F-C Siltstone,2,"('Bituminous F-C Siltstone', 100)"
1908.0,1,Bituminous F-C Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.1,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.2,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.3,1,Bituminous F-C Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.4,1,Bituminous F-C Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.5,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.6,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.7,1,Bituminous F-C Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.8,1,Bituminous F-C Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1908.9,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1909.0,2,Bituminous F-M Siltstone,5,"('Bituminous F-M Siltstone', 59)","('Bituminous F-C Siltstone', 41)"
1909.1,2,Bituminous F-M Siltstone,1,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1909.2,3,Calcareous - Calcispheric Dolosiltstone,1,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1909.3,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.4,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.5,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.6,2,Bituminous F-M Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.7,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.8,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1909.9,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.0,2,Bituminous F-M Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.1,2,Bituminous F-M Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.2,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.3,1,Bituminous F-C Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.4,2,Bituminous F-M Siltstone,5,"('Bituminous F-C Siltstone', 53)","('Bituminous F-M Siltstone', 47)"
1910.5,3,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1910.6,3,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1910.7,3,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1910.8,3,Calcareous - Calcispheric Dolosiltstone,0,"('Calcareous - Calcispheric Dolosiltstone', 100)"
1910.9,3,Calcareous - Calcispheric Dolosiltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.0,2,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.1,2,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.2,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.3,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.4,2,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.5,2,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.6,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.7,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.8,2,Bituminous F-M Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1911.9,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1912.0,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
1912.1,1,Bituminous F-C Siltstone,6,"('Bituminous F-C Siltstone', 51)","('Bituminous F-M Siltstone', 49)"
